,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
5474,106,6.88,6.74,1,6,7,1,1.0,0
5475,81,7.4,7.17,3,8,6,4,1.0,0
5476,102,9.18,9.46,5,7,10,1,0.0,0
5477,107,9.37,9.85,8,7,1,5,1.0,0
5478,95,6.35,6.72,8,5,9,2,0.0,0
5479,134,5.42,5.37,3,1,6,2,0.0,0
5480,116,5.05,5.45,1,2,1,2,0.0,0
5481,107,7.81,8.07,1,7,7,1,0.0,0
5482,82,7.91,7.85,7,7,8,2,0.0,0
5483,115,6.66,6.64,1,3,8,1,1.0,0
5484,93,9.69,9.31,2,7,6,2,0.0,0
5485,97,5.52,5.37,8,7,8,0,0.0,0
5486,103,8.71,8.78,8,8,9,0,0.0,0
5487,76,6.09,6.22,2,6,7,1,1.0,0
5488,129,9.22,8.78,8,8,6,2,0.0,1
5489,105,8.4,7.91,2,1,2,3,0.0,0
5490,100,7.84,7.87,2,8,7,5,1.0,0
5491,121,6.75,6.51,9,0,2,3,0.0,0
5492,82,5.79,5.48,10,6,4,4,1.0,0
5493,95,7.76,7.77,3,7,10,2,1.0,0
5494,79,5.94,5.62,5,10,4,4,0.0,0
5495,88,5.7,5.93,2,1,4,4,0.0,0
5496,103,8.35,8.08,4,5,5,3,1.0,0
5497,79,6.77,6.75,6,5,8,4,0.0,0
5498,120,8.04,7.82,1,4,5,1,0.0,0
5499,59,5.29,5.06,7,0,7,4,1.0,0
5500,104,9.62,9.67,4,10,10,5,0.0,1
5501,93,9.62,9.81,2,7,10,3,0.0,1
5502,84,6.8,6.31,3,7,6,5,1.0,0
5503,103,6.42,6.58,6,10,4,2,1.0,0
5504,112,6.64,7.06,4,2,7,3,1.0,0
5505,93,6.06,5.63,5,5,6,2,0.0,0
5506,114,7.59,7.68,8,6,6,5,1.0,0
5507,94,8.66,8.19,8,2,6,1,1.0,0
5508,99,7.71,7.5,9,4,7,1,0.0,0
5509,100,5.39,5.1,7,4,4,3,1.0,0
5510,111,9.51,9.04,7,4,10,2,1.0,1
5511,103,6.33,6.74,10,2,1,3,0.0,0
5512,107,7.84,7.87,8,7,8,4,0.0,0
5513,125,6.7,6.6,1,4,4,0,0.0,0
5514,91,5.63,5.9,6,0,5,1,0.0,0
5515,115,8.78,8.44,9,4,8,2,0.0,1
5516,86,7.54,7.77,5,1,2,5,0.0,0
5517,112,6.41,5.92,1,1,6,4,1.0,0
5518,92,7.14,6.83,1,0,8,2,1.0,0
5519,82,9.86,9.88,3,2,8,4,1.0,1
5520,104,5.06,5.16,5,10,10,1,0.0,0
5521,89,6.69,6.52,2,2,6,0,0.0,0
5522,102,5.91,5.95,10,2,7,4,1.0,0
5523,92,5.74,5.42,2,0,9,4,0.0,0
5524,87,9.55,9.5,3,7,9,5,1.0,1
5525,103,8.74,8.42,5,9,10,1,0.0,0
5526,93,6.02,5.75,1,10,10,3,0.0,0
5527,91,5.08,4.91,1,2,9,4,1.0,0
5528,63,9.41,9.06,10,10,6,4,0.0,0
5529,106,7.25,6.84,4,6,8,0,1.0,0
5530,132,9.83,9.6,1,1,7,1,1.0,0
5531,105,9.04,9.18,4,10,10,5,0.0,1
5532,97,8.45,8.56,1,1,6,2,0.0,0
5533,108,7.51,7.68,3,10,7,3,0.0,0
5534,92,5.25,5.62,9,4,2,4,1.0,0
5535,111,8.93,8.48,9,8,10,4,0.0,1
5536,89,6.08,6.25,3,3,9,5,1.0,0
5537,83,6.81,6.35,8,0,4,1,0.0,0
5538,124,8.56,8.96,6,6,10,5,1.0,1
5539,112,6.09,5.69,1,9,10,2,0.0,1
5540,117,9.96,9.79,2,3,5,2,1.0,1
5541,84,5.09,4.74,1,10,2,2,0.0,0
5542,95,6.61,6.61,1,7,8,4,0.0,0
5543,100,8.9,9.24,4,4,3,4,1.0,0
5544,108,9.38,9.47,8,5,10,2,0.0,1
5545,101,5.08,5.17,7,7,8,4,0.0,0
5546,96,9.79,9.31,9,1,1,0,0.0,0
5547,109,8.62,8.18,9,7,5,3,0.0,0
5548,69,5.35,5.38,1,4,8,1,0.0,0
5549,105,8.76,9.26,3,9,6,2,0.0,0
5550,84,5.85,6.35,5,7,4,1,0.0,0
5551,107,5.53,5.26,4,1,7,0,1.0,0
5552,82,5.17,5.33,2,4,7,5,1.0,0
5553,111,9.67,9.7,9,10,5,1,0.0,0
5554,103,7.26,7.45,9,0,1,1,1.0,0
5555,102,5.57,5.8,7,8,8,0,1.0,0
5556,97,9.07,8.9,7,7,1,5,0.0,0
5557,117,8.99,8.71,5,6,2,0,0.0,0
5558,74,9.38,9.77,8,5,2,3,0.0,0
5559,80,5.9,5.96,10,6,7,1,1.0,0
5560,95,9.77,9.32,2,9,4,4,0.0,0
5561,107,6.36,5.86,3,0,8,5,1.0,0
5562,84,9.32,9.5,9,2,1,3,1.0,0
5563,90,7.91,7.99,10,0,9,0,0.0,0
5564,111,6.36,6.64,9,0,1,0,1.0,0
5565,99,5.51,5.23,6,7,8,2,1.0,0
5566,126,7.92,8.34,2,0,5,2,1.0,1
5567,100,6.77,6.35,4,0,1,5,0.0,0
5568,90,9.67,9.9,4,4,5,2,0.0,0
5569,110,5.7,5.58,4,9,4,4,1.0,0
5570,118,9.32,9.81,2,2,6,3,1.0,1
5571,106,9.99,9.49,2,7,1,5,1.0,0
5572,113,7.4,7.88,3,10,3,1,1.0,0
5573,94,6.17,6.51,8,7,5,0,1.0,0
5574,123,9.59,10.03,9,0,10,2,0.0,1
5575,90,9.22,8.87,2,2,2,0,0.0,0
5576,102,6.93,7.03,4,8,5,2,0.0,0
5577,77,5.38,5.17,1,9,4,5,1.0,0
5578,99,7.23,7.49,3,9,10,1,0.0,0
5579,113,8.6,8.83,1,3,9,0,0.0,1
5580,99,5.76,6.25,6,4,3,4,0.0,0
5581,88,8.92,9.08,7,9,7,5,0.0,0
5582,116,7.15,6.93,10,2,1,3,0.0,0
5583,126,7.45,7.8,10,3,5,1,0.0,0
5584,98,6.83,6.52,10,0,9,0,0.0,0
5585,94,6.08,5.8,2,5,7,4,1.0,0
5586,91,6.42,6.65,8,1,10,2,0.0,0
5587,98,5.46,5.7,5,10,7,5,1.0,0
5588,112,5.74,5.74,2,8,4,2,0.0,0
5589,109,9.08,8.58,4,1,1,1,0.0,0
5590,77,8.34,8.17,10,10,2,1,0.0,0
5591,129,8.15,7.68,5,6,4,5,1.0,0
5592,119,7.27,7.64,3,2,1,5,1.0,0
5593,100,7.02,6.92,4,3,2,0,1.0,0
5594,120,5.55,5.32,1,4,10,5,1.0,1
5595,95,7.14,7.4,7,1,4,0,1.0,0
5596,120,5.62,5.34,2,0,9,1,1.0,0
5597,109,9.25,9.04,1,3,4,3,0.0,0
5598,113,5.3,4.85,7,1,10,2,0.0,1
5599,104,5.6,5.85,10,5,6,5,0.0,0
5600,132,7.72,7.69,5,3,5,0,0.0,0
5601,87,6.45,6.36,4,10,1,4,1.0,0
5602,102,9.29,9.74,2,4,10,4,0.0,1
5603,86,5.76,5.9,7,2,9,5,1.0,0
5604,92,7.99,7.97,10,4,7,5,0.0,0
5605,115,8.07,8.24,4,2,2,1,0.0,0
5606,99,7.49,7.44,2,3,10,5,0.0,0
5607,93,8.58,8.12,7,3,7,1,1.0,0
5608,94,9.88,9.94,4,7,8,5,0.0,1
5609,101,6.33,5.96,6,0,1,1,0.0,0
5610,125,5.57,5.11,4,1,8,2,1.0,1
5611,99,7.99,8.46,8,10,7,5,1.0,0
5612,107,8.96,8.48,6,8,4,2,0.0,0
5613,106,8.48,8.68,1,0,4,1,0.0,0
5614,110,7.1,6.75,8,2,2,1,0.0,0
5615,91,7.03,7.06,3,6,1,1,1.0,0
5616,67,9.68,9.41,5,2,8,0,0.0,0
5617,97,5.08,5.06,9,4,9,2,0.0,0
5618,117,5.77,5.64,2,10,9,2,0.0,1
5619,78,6.2,5.97,8,5,2,0,0.0,0
5620,109,5.54,5.22,4,9,8,0,1.0,0
5621,107,9.33,8.96,7,2,10,4,0.0,1
5622,95,6.9,6.76,10,7,7,2,0.0,0
5623,87,9.75,9.83,10,8,8,2,1.0,1
5624,128,7.32,7.57,2,6,6,0,0.0,0
5625,100,9.74,10.23,9,5,5,0,0.0,0
5626,137,7.93,8.37,9,2,10,1,1.0,1
5627,102,6.8,6.54,7,8,4,3,0.0,0
5628,112,5.22,5.71,6,8,4,0,0.0,0
5629,98,5.03,4.59,10,10,4,0,0.0,0
5630,79,8.28,8.69,7,2,4,3,0.0,0
5631,107,9.08,8.64,9,3,1,2,1.0,0
5632,111,8.95,9.05,1,9,8,3,1.0,1
5633,102,7.16,7.2,9,1,3,0,0.0,0
5634,102,7.6,7.59,10,8,10,1,1.0,0
5635,91,8.46,7.99,9,1,9,5,1.0,0
5636,69,9.35,9.45,9,9,4,2,0.0,0
5637,100,9.34,9.34,10,2,4,3,1.0,0
5638,92,5.4,4.97,2,6,3,5,0.0,0
5639,63,8.06,8.23,10,3,8,1,0.0,0
5640,100,9.81,10.14,2,7,3,5,0.0,0
5641,106,7.04,7.22,2,4,7,4,0.0,0
5642,115,6.23,5.82,4,5,8,2,0.0,1
5643,97,6.63,6.16,2,6,2,5,1.0,0
5644,113,8.33,8.07,2,3,7,5,0.0,1
5645,68,6.42,5.96,1,2,2,4,0.0,0
5646,117,5.63,5.78,5,3,6,2,0.0,0
5647,98,5.17,4.88,3,10,5,1,0.0,0
5648,104,7.94,7.5,2,10,3,2,0.0,0
5649,94,8.54,8.99,9,1,4,5,1.0,0
5650,108,5.04,4.68,4,7,4,0,0.0,0
5651,109,7.78,8.19,10,4,6,4,1.0,0
5652,103,6.73,7.19,6,1,4,5,0.0,0
5653,104,5.14,5.62,8,4,4,0,1.0,0
5654,101,9.65,9.75,1,1,8,3,1.0,1
5655,84,6.12,6.61,8,5,3,0,0.0,0
5656,81,9.01,9.19,6,9,1,1,0.0,0
5657,79,8.55,8.27,7,2,6,5,1.0,0
5658,123,7.16,7.13,10,2,7,2,1.0,0
5659,111,5.45,5.78,10,0,6,1,1.0,0
5660,126,7.41,7.48,1,2,7,3,0.0,0
5661,88,7.41,7.32,2,2,2,2,1.0,0
5662,91,9.76,9.53,10,0,8,1,0.0,0
5663,102,8.46,8.22,9,5,2,5,0.0,0
5664,72,5.43,5.77,2,1,6,0,1.0,0
5665,104,7.05,7.05,6,8,6,0,0.0,0
5666,79,7.5,7.35,7,9,7,3,1.0,0
5667,91,8.42,8.55,3,5,8,5,0.0,1
5668,110,5.69,5.55,2,5,10,2,1.0,0
5669,92,6.88,6.6,1,0,9,1,0.0,0
5670,109,6.18,6.15,8,2,1,3,0.0,0
5671,94,7.57,7.72,8,5,4,1,0.0,0
5672,101,5.48,5.95,6,10,1,0,0.0,0
5673,70,7.05,7.03,9,5,4,4,1.0,0
5674,105,5.17,5.58,3,6,7,4,1.0,0
5675,96,8.02,7.61,6,10,1,5,1.0,0
5676,109,9.83,9.64,4,2,3,2,0.0,0
5677,91,7.08,6.87,4,3,1,1,0.0,0
5678,104,5.19,5.15,9,7,9,1,0.0,0
5679,93,6.96,6.89,8,1,3,0,1.0,0
5680,86,8.43,8.01,1,0,10,4,1.0,1
5681,92,8.05,7.56,2,9,4,3,1.0,0
5682,93,5.32,5.54,4,6,3,5,0.0,0
5683,86,6.14,6.49,8,4,7,3,0.0,0
5684,106,7.27,7.48,7,1,6,1,1.0,0
5685,92,5.0,4.95,4,1,5,5,1.0,0
5686,94,5.86,5.94,6,0,10,2,1.0,0
5687,88,5.27,4.91,8,0,1,0,1.0,0
5688,101,7.79,8.03,8,2,2,3,1.0,0
5689,102,5.22,5.26,6,0,2,2,1.0,0
5690,103,5.52,5.3,4,9,1,2,0.0,0
5691,111,5.28,5.25,6,0,4,4,1.0,0
5692,107,6.86,6.76,8,5,5,0,0.0,0
5693,87,7.75,7.81,7,8,8,5,1.0,0
5694,130,7.07,7.45,6,3,3,3,0.0,0
5695,111,7.32,7.64,10,8,2,4,1.0,0
5696,97,9.66,9.34,6,0,9,0,0.0,0
5697,95,7.04,7.49,6,6,9,5,0.0,0
5698,127,9.04,9.2,9,9,1,5,0.0,1
5699,93,6.7,6.65,10,8,7,1,1.0,0
5700,100,7.48,7.53,9,6,10,0,1.0,0
5701,102,6.5,6.81,2,1,6,4,0.0,0
5702,102,8.11,7.83,4,9,1,4,1.0,0
5703,78,5.42,4.98,8,9,5,1,1.0,0
5704,89,7.48,7.13,3,5,6,3,1.0,0
5705,127,8.82,8.57,1,0,2,0,0.0,0
5706,100,8.37,8.46,9,7,9,3,0.0,1
5707,85,8.71,9.09,3,8,1,1,0.0,0
5708,102,5.26,4.88,9,2,9,4,0.0,0
5709,91,7.07,7.12,6,0,1,2,0.0,0
5710,92,9.43,9.87,8,0,5,4,0.0,0
5711,83,7.55,7.34,2,9,6,4,0.0,0
5712,105,6.57,6.71,5,7,7,5,0.0,0
5713,96,6.65,6.7,3,2,9,5,0.0,0
5714,93,5.55,5.99,6,7,3,4,0.0,0
5715,97,6.64,6.9,7,7,10,1,1.0,0
5716,87,6.15,5.68,1,3,5,3,1.0,0
5717,89,7.11,7.31,8,5,1,0,0.0,0
5718,110,8.35,8.57,5,3,10,0,1.0,0
5719,95,8.39,8.49,1,10,3,4,1.0,0
5720,108,8.62,8.33,9,9,8,3,0.0,1
5721,90,8.48,8.18,5,5,5,2,0.0,0
5722,100,6.94,6.74,8,10,3,0,1.0,0
5723,80,8.48,8.57,3,7,3,4,1.0,0
5724,97,5.16,5.14,5,5,10,3,0.0,0
5725,76,8.37,8.66,9,0,2,1,0.0,0
5726,111,6.65,7.1,3,6,2,4,1.0,0
5727,95,8.11,7.92,10,1,8,4,0.0,0
5728,94,6.53,6.29,1,10,8,5,0.0,0
5729,74,9.67,9.8,7,0,6,1,0.0,0
5730,90,6.12,5.91,9,8,4,0,0.0,0
5731,99,7.66,7.7,7,10,8,4,0.0,0
5732,110,9.78,9.86,10,5,3,4,1.0,0
5733,83,6.18,5.74,7,3,2,0,0.0,0
5734,90,7.84,7.96,6,4,7,0,0.0,0
5735,131,8.59,8.48,4,8,4,1,0.0,0
5736,94,8.62,8.29,6,8,7,3,0.0,0
5737,84,5.13,5.49,2,10,10,2,1.0,0
5738,76,5.56,5.12,3,9,9,4,1.0,0
5739,84,9.35,9.24,9,5,7,1,0.0,0
5740,112,9.64,10.06,9,3,3,1,0.0,0
5741,93,9.08,9.05,7,5,6,5,0.0,0
5742,128,5.49,5.95,8,4,2,3,0.0,0
5743,106,7.16,7.48,3,0,2,5,1.0,0
5744,98,5.83,5.72,10,0,3,0,1.0,0
5745,74,8.55,8.15,4,4,4,1,0.0,0
5746,82,7.42,7.15,10,4,7,0,0.0,0
5747,80,8.98,9.0,3,1,6,0,1.0,0
5748,108,8.3,8.39,9,3,2,4,0.0,0
5749,98,5.8,5.54,1,6,7,4,0.0,0
5750,112,8.12,8.1,4,3,7,5,1.0,1
5751,83,8.8,8.38,8,2,2,5,1.0,0
5752,88,8.41,8.3,2,7,6,5,0.0,0
5753,95,9.34,9.12,7,2,3,4,0.0,0
5754,129,9.63,9.24,8,4,7,4,0.0,1
5755,117,6.18,6.62,3,4,3,2,0.0,0
5756,87,8.75,8.5,7,10,9,5,0.0,1
5757,91,9.42,9.58,4,1,2,5,1.0,0
5758,108,6.26,6.6,6,6,2,0,0.0,0
5759,103,9.93,9.96,10,6,10,2,1.0,1
5760,91,8.58,8.44,7,3,2,0,1.0,0
5761,108,9.13,8.95,3,1,10,4,1.0,1
5762,97,5.29,5.69,3,8,6,4,1.0,0
5763,103,8.64,8.17,4,3,5,1,0.0,0
5764,124,8.53,8.22,9,8,5,2,1.0,1
5765,102,8.26,7.95,9,3,4,5,0.0,0
5766,108,8.3,8.78,7,0,5,1,0.0,0
5767,87,5.8,5.73,6,2,5,5,0.0,0
5768,94,8.24,8.74,5,10,9,5,0.0,1
5769,61,6.33,6.71,3,8,10,2,0.0,0
5770,98,8.71,8.67,1,2,9,5,0.0,1
5771,129,9.53,9.23,7,10,6,2,1.0,1
5772,94,8.53,8.25,9,3,10,4,1.0,1
5773,86,5.22,4.96,1,2,1,0,0.0,0
5774,114,5.65,6.11,8,8,10,0,0.0,0
5775,93,9.52,9.39,3,8,3,4,0.0,0
5776,110,9.34,9.62,5,2,10,5,0.0,1
5777,124,5.37,5.59,1,8,7,1,0.0,0
5778,113,7.81,7.91,10,8,2,2,0.0,0
5779,100,7.67,7.46,10,3,10,4,0.0,0
5780,105,6.04,6.06,7,3,5,1,0.0,0
5781,117,7.61,8.02,10,7,10,5,0.0,1
5782,113,9.66,10.05,5,6,1,4,1.0,1
5783,114,8.33,8.25,7,4,2,4,0.0,1
5784,100,6.81,7.09,8,5,2,0,1.0,0
5785,98,7.1,6.98,4,7,9,3,0.0,0
5786,127,6.99,6.87,9,0,7,3,1.0,0
5787,95,7.71,7.63,7,2,4,0,0.0,0
5788,114,8.6,8.45,6,0,10,2,1.0,1
5789,92,7.85,7.65,6,6,3,3,0.0,0
5790,81,9.44,9.28,8,7,2,5,0.0,0
5791,107,7.84,7.77,4,0,5,1,1.0,0
5792,104,8.94,9.12,10,9,7,1,1.0,0
5793,103,8.87,8.81,6,8,7,1,1.0,0
5794,100,8.65,9.01,8,5,9,5,0.0,1
5795,83,8.82,8.85,2,3,8,0,0.0,0
5796,109,6.79,6.73,10,1,7,4,0.0,0
5797,103,7.76,7.95,6,7,5,4,0.0,0
5798,88,5.01,5.04,3,9,7,0,0.0,0
5799,81,9.45,9.72,5,8,10,1,1.0,0
5800,100,5.11,5.51,7,4,1,3,0.0,0
5801,104,9.49,9.85,5,9,2,3,0.0,0
5802,100,8.28,7.83,7,3,6,1,1.0,0
5803,122,7.34,7.04,1,7,9,0,1.0,0
5804,130,6.84,6.35,10,0,9,5,0.0,1
5805,115,6.86,7.01,6,5,6,1,1.0,0
5806,139,7.29,7.24,8,8,4,4,0.0,0
5807,92,8.67,8.19,3,2,8,0,1.0,0
5808,100,9.04,9.5,3,6,8,5,1.0,1
5809,110,5.37,5.69,6,1,7,4,1.0,0
5810,97,9.12,9.54,2,10,8,0,1.0,0
5811,94,6.94,7.05,5,0,10,2,0.0,0
5812,102,5.33,5.41,6,9,9,1,1.0,0
5813,96,7.3,7.0,3,8,3,0,1.0,0
5814,114,9.08,8.87,1,7,2,3,1.0,1
5815,100,9.18,8.86,6,2,6,4,0.0,0
5816,102,9.07,8.89,10,10,7,2,0.0,0
5817,110,8.18,7.78,6,7,2,3,1.0,0
5818,92,6.66,6.82,4,8,6,3,0.0,0
5819,108,5.04,5.35,9,10,1,5,1.0,0
5820,95,7.63,7.93,3,2,6,3,1.0,0
5821,66,5.11,5.37,3,4,10,2,0.0,0
5822,89,9.92,9.48,5,4,4,5,0.0,0
5823,124,8.46,8.04,10,3,5,0,0.0,0
5824,97,6.57,7.01,5,5,10,5,1.0,0
5825,88,9.95,10.02,3,6,10,1,0.0,0
5826,93,8.65,8.46,1,6,2,1,0.0,0
5827,111,8.84,8.81,10,9,2,2,1.0,1
5828,95,9.23,9.28,6,4,8,0,0.0,0
5829,69,9.27,8.93,9,5,10,1,0.0,0
5830,85,6.2,6.58,8,8,5,0,0.0,0
5831,126,5.34,5.02,3,3,1,4,1.0,0
5832,97,8.23,8.41,6,4,8,5,1.0,1
5833,104,5.24,5.05,4,2,5,4,0.0,0
5834,109,6.01,6.21,4,10,4,4,0.0,0
5835,96,5.99,6.17,5,2,7,2,0.0,0
5836,122,9.9,9.67,5,8,4,2,0.0,1
5837,81,7.69,7.37,2,6,5,3,0.0,0
5838,92,8.19,8.22,10,2,7,5,1.0,0
5839,100,7.35,7.63,7,1,8,0,1.0,0
5840,107,7.51,7.68,1,6,1,3,0.0,0
5841,100,5.32,4.94,9,8,10,0,1.0,0
5842,102,8.67,8.28,1,5,6,2,0.0,0
5843,102,6.35,6.09,10,3,8,2,1.0,0
5844,98,6.58,6.75,1,9,1,2,0.0,0
5845,102,8.3,7.99,10,10,3,3,1.0,0
5846,92,5.38,5.57,2,8,3,4,0.0,0
5847,60,7.44,7.6,10,2,2,4,1.0,0
5848,103,9.37,9.1,7,3,7,2,1.0,0
5849,101,7.74,7.94,3,7,5,0,0.0,0
5850,105,9.85,9.88,4,7,6,0,1.0,0
5851,108,9.8,10.11,5,3,3,4,1.0,0
5852,100,8.95,8.73,5,4,7,4,1.0,0
5853,71,5.93,5.9,6,0,2,1,0.0,0
5854,73,8.98,8.92,1,5,4,4,0.0,0
5855,107,6.66,7.15,3,3,1,2,0.0,0
5856,106,6.12,6.09,7,1,10,5,1.0,0
5857,92,8.87,8.4,4,6,10,3,0.0,1
5858,99,9.24,9.07,10,2,9,3,0.0,1
5859,96,9.62,10.05,4,3,10,0,0.0,0
5860,85,8.26,8.74,2,3,9,4,0.0,1
5861,81,7.83,8.09,1,3,3,0,0.0,0
5862,89,8.22,7.93,4,3,8,5,0.0,0
5863,99,6.66,6.27,5,4,6,2,0.0,0
5864,103,7.17,7.12,9,8,10,0,0.0,0
5865,85,8.87,8.81,2,5,4,3,0.0,0
5866,97,5.25,5.42,1,2,2,1,1.0,0
5867,130,8.85,9.09,1,5,9,3,0.0,1
5868,85,5.25,5.63,1,5,1,2,1.0,0
5869,102,7.51,7.09,2,7,4,2,1.0,0
5870,70,5.3,5.27,8,9,3,0,1.0,0
5871,88,9.85,9.83,3,10,2,2,1.0,0
5872,92,5.13,5.5,7,6,9,1,0.0,0
5873,88,5.49,5.02,3,2,4,1,1.0,0
5874,117,6.96,7.43,7,0,3,3,1.0,0
5875,108,8.8,8.71,1,1,7,0,0.0,0
5876,104,5.79,6.11,7,7,8,0,1.0,0
5877,103,8.9,9.12,2,5,4,5,0.0,0
5878,110,9.04,9.01,1,3,9,2,0.0,1
5879,88,9.98,10.37,5,7,2,5,0.0,0
5880,89,5.73,6.02,3,9,10,4,0.0,0
5881,99,7.42,6.97,5,10,1,1,1.0,0
5882,85,8.35,8.24,1,8,9,0,0.0,0
5883,108,9.21,9.06,1,9,7,1,0.0,0
5884,100,7.26,7.19,2,8,5,1,1.0,0
5885,97,7.58,7.41,5,6,2,3,0.0,0
5886,83,6.24,6.48,9,6,8,4,1.0,0
5887,99,9.66,9.27,7,10,3,0,1.0,0
5888,92,6.38,6.71,3,3,8,2,1.0,0
5889,116,6.58,6.48,8,6,1,1,0.0,0
5890,77,7.45,7.41,6,3,8,1,0.0,0
5891,121,7.23,7.16,5,1,9,2,1.0,1
5892,124,8.68,8.37,4,0,6,1,0.0,0
5893,88,7.38,7.53,10,2,3,0,0.0,0
5894,91,6.53,6.17,2,5,9,2,0.0,0
5895,87,6.2,5.76,3,7,4,0,0.0,0
5896,91,7.68,8.08,1,4,2,1,1.0,0
5897,128,9.33,9.78,7,8,3,2,1.0,1
5898,111,5.84,6.13,1,8,3,5,1.0,0
5899,79,8.71,8.38,6,4,4,0,0.0,0
5900,96,8.3,8.58,2,3,7,4,1.0,0
5901,125,7.14,7.49,7,10,5,5,0.0,0
5902,95,6.87,6.76,10,5,2,4,1.0,0
5903,117,7.98,8.03,6,5,4,3,0.0,1
5904,105,6.35,6.24,8,8,10,1,0.0,0
5905,125,5.43,5.91,5,7,8,3,1.0,1
5906,134,6.6,6.35,7,0,4,5,0.0,0
5907,112,8.59,8.79,4,3,5,2,0.0,1
5908,90,8.69,8.85,9,8,9,5,0.0,1
5909,85,9.75,9.91,9,8,8,2,1.0,1
5910,112,7.01,7.36,1,0,2,1,0.0,0
5911,103,5.28,5.56,10,5,7,1,1.0,0
5912,94,9.88,10.35,10,9,7,5,0.0,0
5913,122,9.92,10.13,1,4,7,0,1.0,0
5914,115,9.52,9.56,5,4,6,3,0.0,1
5915,98,5.56,5.12,6,5,4,4,0.0,0
5916,101,5.39,5.34,1,0,8,3,1.0,0
5917,78,8.78,9.04,8,6,9,1,0.0,0
5918,113,5.54,5.49,5,8,4,1,0.0,0
5919,112,7.93,7.51,8,1,3,1,1.0,0
5920,91,5.55,5.08,7,5,10,0,1.0,0
5921,101,5.05,5.02,7,0,7,5,1.0,0
5922,99,8.22,8.14,8,7,4,5,0.0,0
5923,93,7.03,7.45,2,9,7,3,0.0,0
5924,87,6.63,6.62,5,10,8,4,1.0,0
5925,125,6.18,6.28,4,1,5,2,0.0,0
5926,102,6.99,7.11,9,9,5,3,0.0,0
5927,90,6.2,5.79,8,6,9,5,0.0,0
5928,91,7.18,7.33,2,5,4,3,0.0,0
5929,109,5.57,5.76,5,0,9,1,0.0,0
5930,119,7.68,8.0,9,6,4,1,1.0,0
5931,82,5.75,5.46,10,9,3,3,0.0,0
5932,110,7.92,8.37,4,8,10,2,1.0,1
5933,120,8.07,8.09,10,4,7,1,0.0,0
5934,125,8.42,8.81,2,3,4,5,0.0,1
5935,104,8.62,8.2,3,3,7,4,0.0,0
5936,119,7.99,7.81,7,2,1,4,0.0,0
5937,98,9.23,9.1,5,9,4,4,0.0,0
5938,71,9.69,9.47,10,7,4,4,0.0,0
5939,81,7.25,7.15,3,1,7,4,0.0,0
5940,97,6.77,6.37,10,3,2,5,0.0,0
5941,107,5.42,5.78,10,9,1,3,0.0,0
5942,86,6.84,7.08,10,7,8,5,0.0,0
5943,104,5.95,5.72,3,0,5,3,1.0,0
5944,75,9.9,9.47,2,1,3,1,0.0,0
5945,75,6.26,6.75,10,4,2,4,1.0,0
5946,113,6.29,6.6,6,6,7,1,0.0,0
5947,117,6.49,6.99,9,1,2,2,0.0,0
5948,81,6.17,5.96,4,10,2,1,0.0,0
5949,120,9.79,9.41,7,5,1,3,0.0,1
5950,78,7.25,7.29,5,8,2,3,0.0,0
5951,119,5.83,6.29,3,9,10,1,0.0,0
5952,120,7.14,7.02,10,3,9,4,0.0,1
5953,68,9.73,9.73,10,10,2,5,0.0,0
5954,110,9.4,9.48,10,10,10,3,1.0,1
5955,113,5.65,5.5,1,1,2,4,1.0,0
5956,87,5.46,5.6,9,6,1,4,1.0,0
5957,134,7.2,7.47,8,4,2,0,0.0,0
5958,88,7.36,7.51,4,7,3,0,1.0,0
5959,89,8.24,8.11,5,8,10,1,1.0,0
5960,81,8.36,8.54,3,1,2,5,0.0,0
5961,110,8.56,8.78,3,1,4,5,0.0,0
5962,111,9.07,9.15,6,8,10,2,1.0,1
5963,79,5.18,4.92,6,10,8,4,1.0,0
5964,108,7.71,7.5,3,10,7,5,0.0,0
5965,89,8.29,8.1,1,3,7,4,1.0,0
5966,84,9.87,9.69,7,1,9,4,1.0,1
5967,99,8.91,9.23,6,4,5,5,0.0,0
5968,82,8.99,9.29,4,0,8,4,0.0,1
5969,82,8.46,8.7,9,0,9,5,1.0,1
5970,115,8.25,8.38,3,4,7,4,0.0,1
5971,91,9.2,9.6,2,6,6,0,0.0,0
5972,79,9.76,9.28,6,8,4,1,0.0,0
5973,72,6.66,6.5,8,7,4,1,1.0,0
5974,121,6.82,6.66,9,2,1,5,1.0,0
5975,114,9.01,8.79,2,1,6,3,0.0,1
5976,131,7.69,8.04,8,3,7,0,1.0,0
5977,106,8.13,7.9,10,1,10,4,1.0,0
5978,68,7.55,7.29,1,7,10,5,0.0,0
5979,84,5.75,5.45,3,3,1,4,1.0,0
5980,111,5.9,6.22,4,7,10,4,0.0,1
5981,95,8.77,8.48,9,6,7,2,0.0,0
5982,103,8.19,8.34,7,0,4,0,0.0,0
5983,113,7.47,7.49,2,7,10,4,0.0,1
5984,111,7.62,7.58,10,8,8,4,0.0,1
5985,90,7.98,8.01,7,3,1,3,1.0,0
5986,92,6.74,6.35,2,10,2,3,1.0,0
5987,94,9.41,9.8,10,0,10,3,0.0,1
5988,94,5.11,5.04,4,9,1,0,1.0,0
